R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women.s.Flyweight_rank,R_Women.s.Featherweight_rank,R_Women.s.Strawweight_rank,R_Women.s.Bantamweight_rank,R_Heavyweight_rank,R_Light.Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound.for.Pound_rank,B_Women.s.Flyweight_rank,B_Women.s.Featherweight_rank,B_Women.s.Strawweight_rank,B_Women.s.Bantamweight_rank,B_Heavyweight_rank,B_Light.Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound.for.Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,latitude,longitude
Cyrille Diabate,Anthony Perosh,-355.0,320,28.16901408,320.0,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,0,1,0,18.0,0.45,0.25,1.0,0.13,1,3,7,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,205,0,1,0,58.0,0.676666667,0.0,0.333333333,0.333333333,1,1,6,0,0,0,1,1,0,0,2,Southpaw,198.12,205.74,205,38,39,0,0,0,-1,-2,1,0,-1,1,-7.62,-15.24,-1,-40.0,0.25,0.666666667,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,2.0,3:09,489.0,,,,,,,52.4796992,-1.9026911
Terry Etim,Edward Faaloloto,-660.0,540,15.15151515,540.0,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,1,0,0,17.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,185.42,177.8,155,1,0,0,23.125,0.42625,1.125,0.125,0.125,4,3,18,0,0,0,1,1,3,0,5,Orthodox,185.42,185.42,155,25,27,0,0,-4,-5,2,-17,0,-1,-3,0.0,-7.62,-2,-6.125,-1.125,-0.125,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Guillotine Choke,1.0,0:17,17.0,,,,,,,52.4796992,-1.9026911
John Maguire,Justin Edwards,120.0,-130,120.0,76.92307692,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,1,0,41.5,0.51,1.0,4.5,0.25,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,155,28,28,0,1,1,1,-1,6,0,0,0,2.54,2.54,0,41.5,1.0,4.5,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,52.4796992,-1.9026911
Rob Broughton,Philip De Fries,145.0,-155,145.0,64.51612903,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,208.28,250,1,0,0,44.5,0.525,3.5,0.0,0.0,1,1,6,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,265,28,25,1,0,-1,-1,1,-6,0,0,-1,7.62,20.32,3,-44.5,-3.5,0.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,52.4796992,-1.9026911
Michihiro Omigawa,Jason Young,-210.0,190,47.61904762,190.0,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,1,0,0,57.0,0.35,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,145,4,0,0,31.75,0.375,1.25,0.75,0.5,0,4,12,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,35,25,3,0,0,0,3,-9,0,0,0,7.62,12.7,10,25.25,-1.25,-0.75,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,52.4796992,-1.9026911
Chris Cope,Che Mills,235.0,-255,235.0,39.21568627,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,0,1,0,66.0,0.27,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,170,28,29,0,-1,-1,-1,0,-3,0,0,0,2.54,10.16,-1,-66.0,0.0,0.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Knee,1.0,0:40,40.0,,,,,,,52.4796992,-1.9026911
Chris Cariaso,Vaughan Lee,-205.0,188,48.7804878,188.0,2011-11-05,"Birmingham, England, United Kingdom", United Kingdom,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,1,0,0,55.5,0.445,0.0,0.5,0.125,1,1,6,0,0,0,1,0,0,0,1,Southpaw,160.02,160.02,125,30,29,1,0,-1,-1,1,-6,0,0,0,7.62,7.62,1,-55.5,0.0,-0.5,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,,,,,,,52.4796992,-1.9026911
BJ Penn,Nick Diaz,105.0,-115,105.0,86.95652174,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,32.1,0.435,1.2,1.3,0.296,2,4,24,0,0,0,0,4,2,0,6,Southpaw,185.42,193.04,185,1,0,0,37.3,0.584,0.6,1.25,0.3985,3,8,59,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,32,28,1,2,-1,-6,4,-35,-11,-3,-2,10.16,15.24,4,-5.2,0.6,0.05,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Cheick Kongo,Matt Mitrione,118.0,-128,118.0,78.125,2011-10-29,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,5,0,37.4,0.548,0.8,0.0,0.0,5,0,10,0,0,0,1,4,0,0,5,Switch,190.5,200.66,265,0,1,0,34.5,0.596428571,0.214285714,1.571428571,0.445714286,3,5,29,0,1,0,1,6,0,1,9,Orthodox,193.04,208.28,240,36,33,0,4,2,-4,5,-19,0,-3,0,-2.54,-7.62,3,2.9,0.585714286,-1.571428571,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Mirko Cro Cop,Roy Nelson,190.0,-210,190.0,47.61904762,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,2,0,0,19.5,0.405,0.0,0.25,0.125,2,2,8,1,0,0,0,2,0,0,2,Orthodox,182.88,182.88,263,2,0,0,20.55555556,0.428888889,0.333333333,0.222222222,0.222222222,2,5,20,0,0,0,0,2,1,1,4,Southpaw,187.96,185.42,230,37,35,0,0,0,-2,3,-12,1,-1,-1,-5.08,-2.54,2,-1.05555556,-0.333333333,0.027777778,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,,,,,,,,,,,,36.1672559,-115.148516
Scott Jorgensen,Jeff Curran,-410.0,365,24.3902439,365.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,9.0,0.6,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,0,1,0,15.0,0.53,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,135,29,34,-1,-1,-1,-1,-1,2,0,-1,0,2.54,7.62,-5,-6.0,1.0,-1.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Hatsu Hioki,George Roop,-315.0,285,31.74603175,285.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,38.2,0.332,0.0,0.2,0.2,1,3,12,0,0,1,0,1,0,0,2,Orthodox,185.42,182.88,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,145,28,29,0,1,1,2,-3,12,0,1,0,5.08,5.08,-1,38.2,0.0,0.2,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Dennis Siver,Donald Cerrone,215.0,-235,215.0,42.55319149,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,51.0,0.53,0.333333333,1.0,0.25,3,0,6,0,0,0,1,1,1,0,3,Orthodox,185.42,185.42,155,0,4,0,32.58333333,0.315,0.25,0.416666667,0.241666667,4,4,26,0,0,0,3,3,2,0,8,Orthodox,167.64,177.8,145,32,28,0,-1,-1,-5,4,-20,0,-2,-1,17.78,7.62,4,18.41666667,0.083333333,0.583333333,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,1.0,2:22,142.0,,,,,,,36.1672559,-115.148516
Tyson Griffin,Bart Palaszewski,-295.0,265,33.89830508,265.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,1,0,46.61538462,0.386923077,0.769230769,1.538461538,0.360769231,4,5,34,0,0,1,5,1,1,0,8,Orthodox,167.64,172.72,145,27,28,0,-1,-4,-8,5,-34,0,-1,-1,7.62,5.08,-1,-46.61538462,-0.769230769,-1.538461538,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,1.0,2:45,165.0,,,,,,,36.1672559,-115.148516
Brandon Vera,Eliot Marshall,-380.0,340,26.31578947,340.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,2,0,0,20.4,0.3,0.4,0.2,0.2,3,2,11,0,0,1,1,0,1,0,3,Orthodox,187.96,195.58,205,3,0,0,27.84615385,0.565384615,0.076923077,0.461538462,0.307692308,4,6,27,0,0,0,2,4,1,0,7,Orthodox,190.5,193.04,230,34,31,1,0,-1,-4,4,-16,0,-4,0,-2.54,2.54,3,-7.44615385,0.323076923,-0.261538462,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Ramsey Nijem,Danny Downes,-195.0,180,51.28205128,180.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,32.0,0.36,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,1,0,0,12.0,0.21,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,23,25,0,0,0,0,0,2,-1,0,0,2.54,-7.62,-2,20.0,1.0,0.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Chris Camozzi,Francis Carmont,-115.0,105,86.95652174,105.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,1,0,0,46.66666667,0.56,0.0,0.0,0.0,2,1,7,0,0,1,1,0,0,0,2,Orthodox,187.96,193.04,185,24,30,1,0,-2,-2,1,-7,0,0,0,2.54,5.08,-6,-46.66666667,0.0,0.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Dustin Jacoby,Clifford Starks,-120.0,110,83.33333333,110.0,2011-10-29,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,185,23,30,0,0,0,0,0,0,0,0,0,-10.16,-2.54,-7,0.0,0.0,0.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,36.1672559,-115.148516
Frankie Edgar,Gray Maynard,-125.0,115,80.0,115.0,2011-10-08,"Houston, Texas, USA", USA,Red,True,Lightweight,MALE,5,1,0,0,27.7,0.391,0.8,3.0,0.591,8,2,29,1,0,2,5,1,0,0,8,Orthodox,175.26,177.8,155,1,0,0,57.2,0.446,0.4,3.5,0.31,5,2,33,3,0,0,6,1,1,0,8,Orthodox,167.64,172.72,145,29,32,0,0,3,0,0,-4,-2,0,-1,7.62,5.08,-3,-29.5,0.4,-0.5,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,4.0,3:54,1134.0,,,,,,,29.7589382,-95.3676974
Jose Aldo,Kenny Florian,-355.0,320,28.16901408,320.0,2011-10-08,"Houston, Texas, USA", USA,Red,True,Featherweight,MALE,5,0,1,0,25.875,0.4525,0.8125,1.5625,0.445,6,4,37,3,0,0,2,2,7,1,12,Southpaw,177.8,187.96,145,0,1,0,94.0,0.43,1.0,5.0,0.55,1,0,5,1,0,0,1,0,0,0,1,Orthodox,170.18,177.8,145,25,35,0,0,5,11,-4,32,2,3,7,7.62,10.16,-10,-68.125,-0.1875,-3.4375,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,5.0,5:00,1500.0,,,,,,,29.7589382,-95.3676974
Chael Sonnen,Brian Stann,-260.0,240,38.46153846,240.0,2011-10-08,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,3,0,3,0,30.42857143,0.435714286,0.428571429,0.0,0.0,3,2,16,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,205,1,0,0,38.25,0.4625,0.125,3.25,0.5,3,4,22,1,0,0,4,0,0,0,4,Southpaw,185.42,187.96,205,34,31,1,3,0,1,2,-6,-1,2,1,0.0,0.0,3,-7.82142857,0.303571429,-3.25,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Arm Triangle,2.0,3:51,531.0,,,,,,,29.7589382,-95.3676974
Leonard Garcia,Nam Phan,215.0,-235,215.0,42.55319149,2011-10-08,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,3,2,0,0,70.0,0.375,0.5,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,1,0,0,25.6,0.374,0.6,0.4,0.132,1,3,12,0,0,1,0,0,1,0,2,Orthodox,177.8,175.26,145,32,28,-1,0,-1,-2,1,-6,0,0,-1,-10.16,2.54,4,44.4,-0.1,-0.4,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Melvin Guillard,Joe Lauzon,-500.0,435,20.0,435.0,2011-10-08,"Houston, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,13.0,0.49,1.9,1.6,0.532,3,3,17,0,0,0,0,2,5,0,7,Orthodox,177.8,180.34,155,0,5,0,18.21428571,0.395714286,0.071428571,0.928571429,0.375,5,4,23,0,0,2,1,6,0,1,10,Orthodox,175.26,172.72,155,28,27,0,-4,-2,-3,1,-6,0,-5,5,2.54,7.62,1,-5.21428571,1.828571429,0.671428571,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,1.0,0:47,47.0,,,,,,,29.7589382,-95.3676974
Demian Maia,Jorge Santiago,-290.0,260,34.48275862,260.0,2011-10-08,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,3,3,0,0,10.75,0.4125,0.75,0.5,0.5,1,3,8,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,170,1,0,0,18.18181818,0.470909091,1.181818182,1.909090909,0.366363636,5,3,26,1,0,0,3,0,5,0,8,Southpaw,185.42,182.88,170,33,30,-2,0,-4,-7,0,-18,-1,1,-5,0.0,5.08,3,-7.43181818,-0.431818182,-1.409090909,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Anthony Pettis,Jeremy Stephens,-280.0,255,35.71428571,255.0,2011-10-08,"Houston, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,32.91666667,0.4625,0.666666667,1.25,0.404166667,2,5,31,0,0,1,2,3,0,1,7,Orthodox,172.72,180.34,145,1,0,0,14.0,0.27,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,24,25,1,2,2,7,-4,28,0,4,0,-5.08,-2.54,-1,18.91666667,-0.333333333,1.25,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Joey Beltran,Stipe Miocic,255.0,-280,255.0,35.71428571,2011-10-08,"Houston, Texas, USA", USA,Blue,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,240,0,1,0,62.8,0.428,0.0,0.4,0.116,2,2,14,0,0,0,1,2,0,0,3,Orthodox,185.42,190.5,185,29,29,0,-1,-2,-3,2,-14,0,-2,0,7.62,12.7,0,-62.8,0.0,-0.4,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Tiequan Zhang,Darren Elkins,-135.0,125,74.07407407,125.0,2011-10-08,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,26.0,0.09,0.0,1.0,0.583333333,1,1,5,0,0,0,1,1,0,0,2,Orthodox,177.8,180.34,145,0,1,0,4.0,0.36,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,33,27,0,0,0,1,-1,4,0,1,-1,5.08,2.54,6,22.0,-1.0,1.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Aaron Simpson,Eric Schafer,-400.0,355,25.0,355.0,2011-10-08,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,3,2,0,0,17.28571429,0.551428571,1.285714286,1.0,0.218571429,2,4,12,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,185,0,2,0,37.85714286,0.537142857,0.428571429,3.571428571,0.498571429,3,2,17,0,0,1,2,2,0,0,5,Orthodox,182.88,185.42,170,37,34,-2,-2,-1,-2,-2,-5,0,-1,2,7.62,5.08,3,-20.57142857,0.857142857,-2.571428571,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
Steve Cantwell,Mike Massenzio,-155.0,145,64.51612903,145.0,2011-10-08,"Houston, Texas, USA", USA,Blue,False,Middleweight,MALE,3,3,0,0,6.25,0.345,1.25,2.0,0.415,1,3,8,0,0,0,0,0,1,0,1,Southpaw,187.96,185.42,185,3,0,0,36.75,0.3375,0.25,0.5,0.285,1,3,10,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,24,28,0,0,0,0,0,-2,0,0,0,0.0,-5.08,-4,-30.5,1.0,1.5,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,,,,,,,29.7589382,-95.3676974
